ActivityName=
{
--日常活动
  name00001= "蟠桃盛宴",
  awardsDesc00480= "<font color='#FFFF00'><b>活动1:</b></font><font color='#33CC33'>双修打坐</font> 经验加成100%,活动期间全天有效<br><br><font color='#FFFF00'><b>活动2:</b></font><font color='#33CC33'>仙女护送</font> 经验加成100%,活动期间全天有效<br><br><font color='#FFFF00'><b>活动3:</b></font><font color='#33CC33'>灵泉仙浴</font> 经验加成100%,持续时间12:30-13:00<br><br><font color='#FFFF00'><b>活动4:</b></font><font color='#33CC33'>蟠桃盛宴</font> 经验加成100%,持续时间19:00-19:20<br><br><font color='#FFFF00'><b>活动5:</b></font><font color='#33CC33'>仙灵封印</font> 经验加成100%,持续时间19:30-20:00<br><br><font color='#FFFF00'><b>活动6:</b></font><font color='#33CC33'>阵营试炼</font> 经验加成100%,持续时间20:10-20:40",

  desc00481= "活动期间,每日累计消费达到<font color='#FFF000'>98</font>元宝,可领取1份节日消费礼包。开启礼包,可获得<font color='#FFF000'>招财神符、中级强化石、至尊生命药水、中级法力包、中级宠物长生丹</font>稀有道具,并有概率额外获得<font color='#FFF000'>焚离珠</font>一个。注：团购不参与此活动消费统计。",
  awardsDesc00481= "<(c0xFFFFF000)国庆消费礼盒 （礼包内有几率获得如下珍品道具）>",
  
  desc00482= "活动期间,角色等级<font color='#FFF000'>大于等于31级</font>的仙友，每天登陆游戏即可获得国庆登陆礼包奖励。且累积登陆<font color='#FFF000'>2天、4天、6天</font>还可额外获得一份累积登陆礼包！累积登陆礼包内,更有高尚<font color='#FFF000'>金玉满堂</font>时装道具噢！",
  awardsDesc00482= "<(c0xFFFFF000)每日登陆可领取>",
  awardsDesc10482= "<(c0xFFFFF000)累积登陆2天可领取         您已累积登陆$winner$天>",
  awardsDesc20482= "<(c0xFFFFF000)累积登陆4天可领取         您已累积登陆$winner$天>",
  awardsDesc30482= "<(c0xFFFFF000)累积登陆6天可领取         您已累积登陆$winner$天>",
  
  desc00483= "活动期间,每天的<font color='#FFFF00'>19:30-20:30、20:30-21:30、21:30-22:30</font>内凡登陆或在线,即可免费领取相应时间段的国庆节日在线礼包。注：请及时领取各时间内的在线礼包,若某一时间内的在线礼包未领取,当该活动时间段结束后将无法领取相关的在线礼包。",
  awardsDesc00483= "<(c0xFFFFF000)节日欢庆礼包       19:30-20:30可领取>",
  awardsDesc10483= "<(c0xFFFFF000)节日辉煌礼包       20:30-21:30可领取>",
  awardsDesc20483= "<(c0xFFFFF000)节日盛世礼包       21:30-22:30可领取>",

  desc00484= "活动期间,点击天元城中心<font color='#FFF000'>幸运淘宝树</font>可摇晃淘宝树,1次消耗1个<font color='#FFF000'>国庆幸运币</font>,也可使用元宝代替。幸运淘宝树树中,放置着奇珍异宝哦！更有<font color='#FFF000'>灵宠完美·乔巴、完美·皮卡丘,神级技能包和时空旅行者、幻月之华、灵狐天舞时装</font>等稀世珍宝您来拿！\n\n<a href='m天元城:62:48'>幸运淘宝树</a><IOBJ class='TeleportButton' href='f天元城:0:0:幸运淘宝树'/>",

  desc00485= "国庆节活动期间,每天<font color='#66FF66'>11:00、16:30、18:00、22:30</font>,一群瑶宫仙灵携带重宝悄悄降临至北冰原和雷夏泽任意位置，捕获它们即可获得<font color='#FFF000'>仙境宝箱、中级保护符、中级强化石、高级强化石、3级宝石、中级成长保护珠、中级悟性保护珠</font>等精品道具。",  

  desc00486= "活动期间，每日可通过天元城<font color='#FFF000'>国庆使者</font>处进入国庆副本<font color='#FFF000'>逍遥境</font>,每天可进入<font color='#FFF000'>2</font>次，副本中可掉落各类珍品游戏道具,还等什么？一起来冒险吧！<br><a href='m天元城:65:58'>国庆使者</a><IOBJ class='TeleportButton' href='f天元城:65:58'/>", 

  desc00487= "限时抢购，惊喜不断；活动中，高级羽翼技能礼包、超值宠物装备礼包可抢购2个，高级保护符礼包、启灵石礼包限购一个。请各位仙友抓紧活动时间，走过路过，不要错过哦。",
 
  desc00488= "活动期间内，玩家收集一定数量的周年勋章，可在活动界面处兑换炫酷的国庆盛典活动道具，点击国庆兑换即可打开活动兑换界面。周年勋章只能通过开启仙境宝箱而获得。",
  
  --九九重阳
  desc00489= "活动期间,角色等级<font color='#FFF000'>大于等于31级</font>的仙友，每天登陆游戏即可获得重阳登陆礼包奖励。且累积登陆<font color='#FFF000'>3天、5天</font>还可额外获得一份累积登陆礼包！累积登陆礼包内,更有休闲<font color='#FFF000'>竹影飘羽</font>时装道具噢！",
  awardsDesc00489= "<(c0xFFFFF000)每日登陆可领取>",
  awardsDesc10489= "<(c0xFFFFF000)累积登陆3天可领取         您已累积登陆$winner$天>",
  awardsDesc20489= "<(c0xFFFFF000)累积登陆5天可领取         您已累积登陆$winner$天>",

  desc00490= "活动期间，重阳糕每天可抢购<font color='#FFF000'>3个</font>，高级羽翼技能礼包、超值宠物装备礼包每天可抢购<font color='#FFF000'>2个</font>，高级保护符礼包每天可抢购<font color='#FFF000'>1个</font>。请各位仙友抓紧活动时间，不要错过哦。注：重阳糕双击使用,可随机获得20000声望丹、坐骑进阶豪华礼包、启灵石*3中的任意一种奖励！",
 
  desc00491= "每天<font color='#FFF000'>10:00、14:00、18:00、22:30</font>福星携带重宝降临至天元城中的任意区域。活动期间,寻找到福星的仙友可免费向福星领取福星礼包。福星降临天元城一段时间后将重返仙宫,大家快一起去寻找福星,领取福星礼包吧。注：双击礼包，随机获得下列道具中的其中一个",  
  awardsDesc00491= "<(c0xFFFFF000)福星礼包>",
  
  desc00492= "活动结束后,每周魅力排行榜前5名的玩家,可获得相应的<font color='#FFF000'>魅力排名礼包</font>。每周魅力排行榜以<font color='#FFF000'>10月20日23:59</font>的榜上数据为准，争榜的玩家最好请提前1小时送花。<br>注:本榜第1的玩家若本周魅力值未达2000以上，活动结束后领取奖励获得的是<font color='#FFF000'>排名第2的奖励</font>",  
  awardsDesc00492= "<(c0xFFFFC000)每周魅排行榜第1名 （需本周魅力值2000以上）>  <(c0xFFFFC000)获得者：> $winner$",
  awardsDesc10492= "<(c0xFFFFC000)每周魅排行榜第2名>                           <(c0xFFFFC000)获得者：> $winner$",
  awardsDesc20492= "<(c0xFFFFC000)每周魅排行榜第3名>                           <(c0xFFFFC000)获得者：> $winner$",  
  awardsDesc30492= "<(c0xFFFFC000)每周魅排行榜第4名>                           <(c0xFFFFC000)获得者：> $winner$", 
  awardsDesc40492= "<(c0xFFFFC000)每周魅排行榜第5名>                           <(c0xFFFFC000)获得者：> $winner$", 

  --万圣狂欢
  desc00493= "活动期间,角色等级<font color='#FFF000'>大于等于31级</font>的仙友，每天登陆游戏即可获得万圣节登陆礼包奖励。且累积登陆<font color='#FFF000'>2天、4天、6天</font>还可额外获得一份累积登陆礼包！累积登陆礼包内,更有休闲<font color='#FFF000'>竹影飘羽</font>时装道具噢！",
 
  desc00494= "活动期间,点击天元城中心<font color='#FFF000'>万圣南瓜树</font>可摇晃南瓜树,1次消耗1个<font color='#FFF000'>南瓜糖</font>,也可使用元宝代替。万圣南瓜树中,放置着<font color='#FFF000'>幻梦神兽蛋、神级技能如意包、万圣仙衣</font>等稀世珍宝随您来淘！<font color='#FFF000'>注：因系统升级南瓜树活动于29~31号暂时关闭，11月1日0点准时开启。</font>\n\n<a href='m天元城:62:48'>万圣南瓜树</a><IOBJ class='TeleportButton' href='f天元城:0:0:万圣南瓜树'/>",
  
  desc00495= "活动期间，每日可通过天元城<font color='#FFF000'>魅惑使者</font>处进入万圣节副本<font color='#FFF000'>虚幻境</font>,每天可进入<font color='#FFF000'>2</font>次，副本中可掉落各类珍品游戏道具,还等什么？一起来冒险吧！<br><a href='m天元城:65:58'>魅惑使者</a><IOBJ class='TeleportButton' href='f天元城:65:58'/>", 

  desc00496= "活动期间,每日累计消费达到<font color='#FFF000'>98</font>元宝,可领取1份万圣消费礼包。开启礼包,可获得<font color='#FFF000'>招财神符、中级保护符、至尊生命药水、中级法力包、中级宠物长生丹</font>稀有道具,并有概率额外获得<font color='#FFF000'>宝灵玉</font>一个。注：团购不参与此活动消费统计。",
  awardsDesc00496= "<(c0xFFFFF000)万圣消费礼包 （礼包内有几率获得如下珍品道具）>",

  desc00497= "限时抢购，惊喜不断；活动中，万圣抢购礼包可抢购3个，高级羽翼技能礼包、启灵石礼包可抢购2个，高级保护符礼包限购一个。请各位仙友抓紧活动时间，走过路过，不要错过哦。",

  desc00498= "每天<font color='#FFF000'>10:00、14:00、18:00、22:30</font>万圣福星携带重宝降临至天元城中的任意区域活动期间,寻找到福星的仙友可免费向福星领取<font color='#FFF000'>南瓜灯</font>。福星降临天元城一段时间后将重返仙宫,大家快一起去寻找福星,领取南瓜灯吧。注：双击南瓜灯，随机获得下列道具中的其中一个",  
  
  --光棍节
  desc00499= "单身狂欢,消费大返还。活动期间累积消费返还最高可达<font color='#FFF000'>150000元宝</font>。本次推出的元宝大返利,只需要再下方任意消费一种元宝套餐,就可获得对应的超值返利,还在等什么,赶快抢购吧！注：团购、跨服仙城相关消费不参与此活动消费统计。",

  desc00500= "活动期间,角色等级<font color='#FFF000'>大于等于31级</font>的仙友，每天登陆游戏即可获得单身登陆礼包奖励。且累积登陆<font color='#FFF000'>3天、6天、9天</font>还可额外获得一份累积登陆礼包！累积登陆礼包内,更有炫酷<font color='#FFF000'>仙侠问情</font>时装道具噢！",

  awardsDesc00500= "<(c0xFFFFF000)每日登陆可领取>",
  awardsDesc10500= "<(c0xFFFFF000)累积登陆3天可领取         您已累积登陆$winner$天>",
  awardsDesc20500= "<(c0xFFFFF000)累积登陆6天可领取         您已累积登陆$winner$天>",
  awardsDesc30500= "<(c0xFFFFF000)累积登陆9天可领取         您已累积登陆$winner$天>",
  
  desc00501= "活动结束后,每周魅力排行榜前5名的玩家,可获得相应的<font color='#FFF000'>魅力排名礼包</font>。每周魅力排行榜以<font color='#FFF000'>11月17日23:59</font>的榜上数据为准，争榜的玩家最好请提前1小时送花。<br>注:本榜第1的玩家若本周魅力值未达2000以上，活动结束后领取奖励获得的是<font color='#FFF000'>排名第2的奖励</font>",  
  awardsDesc00501= "<(c0xFFFFC000)每周魅排行榜第1名 （需本周魅力值2000以上）>  <(c0xFFFFC000)获得者：> $winner$",
  awardsDesc10501= "<(c0xFFFFC000)每周魅排行榜第2名>                           <(c0xFFFFC000)获得者：> $winner$",
  awardsDesc20501= "<(c0xFFFFC000)每周魅排行榜第3名>                           <(c0xFFFFC000)获得者：> $winner$",  
  awardsDesc30501= "<(c0xFFFFC000)每周魅排行榜第4名>                           <(c0xFFFFC000)获得者：> $winner$", 
  awardsDesc40501= "<(c0xFFFFC000)每周魅排行榜第5名>                           <(c0xFFFFC000)获得者：> $winner$", 

  desc00502= "活动期间,月老推出结缘大优惠：每天可举办豪华婚宴和云车巡游的<font color='#FFF000'>次数翻倍</font>。机不可失、失不再来，不要让心爱的他/她等您太久，愿天下有情人双宿双飞、漫步修仙路。执子之手，与子偕老！",  

  desc00503= "活动期间，天地间每隔一段时间自动在任意世界场景中孕育一批出<font color='#FFF000'>寂寞之心</font>，等级大于<font color='#FFF000'>30级</font>的仙友可前往拾取并将其交予天元城NPC—<font color='#FFF000'>快乐小光棍</font>可获得少量的经验奖励，上缴一个寂寞之心，将获得10点活动积分，积分可兑换丰厚道具噢。\n\n<a href='m天元城:32:16'>快乐小光棍</a><IOBJ class='TeleportButton' href='f天元城:32:16'/>",
 
  desc00504= "限时抢购，惊喜不断；活动中，光棍的肥皂<font color='#FFF000'>可抢购3个</font>，高级羽翼技能礼包、启灵石礼包<font color='#FFF000'>可抢购2个</font>，高级保护符礼包<font color='#FFF000'>限购1个</font>。请各位仙友抓紧活动时间，走过路过，不要错过哦。",

  desc00505= "上缴$item$个寂寞之心，可获得$exp$经验和$point$活动积分哦！",

  --感恩节2013
  desc00506= "限时抢购，惊喜不断；活动中感恩回馈礼包<font color='#FFF000'>可抢购3个</font>，高级羽翼技能礼包、启灵石礼包<font color='#FFF000'>可抢购2个</font>，高级保护符礼包<font color='#FFF000'>限购1个</font>。请各位仙友抓紧活动时间，走过路过，不要错过哦。",

  desc00507= "活动期间,点击天元城中心<font color='#FFF000'>感恩之心</font>可向其祈祷,1次消耗1个<font color='#FFF000'>感恩幸运蛋</font>,也可使用元宝代替。感恩之心内放置着<font color='#FFF000'>灵宠黑岩射手、感恩仙衣、X-幻想、灵狐天舞、血族始祖</font>等稀世珍宝随您来拿！\n\n<a href='m天元城:62:48'>感恩之心</a><IOBJ class='TeleportButton' href='f天元城:0:0:感恩之心'/>",
  
  desc00508= "活动结束后,每周魅力排行榜前5名的玩家,可获得相应的<font color='#FFF000'>魅力排名礼包</font>。每周魅力排行榜以<font color='#FFF000'>12月1日23:59</font>的榜上数据为准，争榜的玩家最好请提前1小时送花。<br>注:本榜第1的玩家若本周魅力值未达2000以上，活动结束后领取奖励获得的是<font color='#FFF000'>排名第2的奖励</font>",  
  awardsDesc00508= "<(c0xFFFFC000)每周魅排行榜第1名 （需本周魅力值2000以上）>  <(c0xFFFFC000)获得者：> $winner$",
  awardsDesc10508= "<(c0xFFFFC000)每周魅排行榜第2名>                           <(c0xFFFFC000)获得者：> $winner$",
  awardsDesc20508= "<(c0xFFFFC000)每周魅排行榜第3名>                           <(c0xFFFFC000)获得者：> $winner$",  
  awardsDesc30508= "<(c0xFFFFC000)每周魅排行榜第4名>                           <(c0xFFFFC000)获得者：> $winner$", 
  awardsDesc40508= "<(c0xFFFFC000)每周魅排行榜第5名>                           <(c0xFFFFC000)获得者：> $winner$", 

  desc00509= "每天<font color='#FFF000'>10:00、14:00、18:00、22:30</font>感恩福神携带重宝降临至天元城中的任意区域活动期间,寻找到福神的仙友可免费向福神领取<font color='#FFF000'>感恩福神礼包</font>。福神降临天元城一段时间后将重返仙宫.注：双击感恩福神礼包，随机获得下列道具中的其中一个",  
  
  desc00510= "活动期间,每天的<font color='#FFFF00'>19:30-20:30、20:30-21:30、21:30-22:30</font>内凡登陆或在线,即可免费领取相应时间段的感恩节日在线礼包。注：请及时领取各时间内的在线礼包,若某一时间内的在线礼包未领取,当该活动时间段结束后将无法领取相关的在线礼包。",
  awardsDesc00510= "<(c0xFFFFF000)感恩初冬礼包       19:30-20:30可领取>",
  awardsDesc10510= "<(c0xFFFFF000)感恩温馨礼包       20:30-21:30可领取>",
  awardsDesc20510= "<(c0xFFFFF000)感恩情暖礼包       21:30-22:30可领取>",

  
  desc00511= "活动期间,角色等级<font color='#FFF000'>大于等于31级</font>的仙友，每天登陆游戏即可获得感恩登陆礼包奖励。且累积登陆<font color='#FFF000'>2天、4天、6天</font>还可额外获得一份累积登陆礼包！累积登陆礼包内,更有清新<font color='#FFF000'>竹影飘影</font>时装道具噢！",
  awardsDesc00511= "<(c0xFFFFF000)每日登陆可领取>",
  awardsDesc10511= "<(c0xFFFFF000)累积登陆2天可领取         您已累积登陆$winner$天>",
  awardsDesc20511= "<(c0xFFFFF000)累积登陆4天可领取         您已累积登陆$winner$天>",
  awardsDesc30511= "<(c0xFFFFF000)累积登陆6天可领取         您已累积登陆$winner$天>",

  desc00512= "暖冬感恩活动时间内,活动仙女护送、灵泉仙浴、蟠桃盛宴、仙灵封印、阵营试炼全部<font color='#FFF000'>双倍经验</font>，升级无压力！更多经验、更多灵气、更多欢乐等您来拿！~",
  awardsDesc00512= "<font color='#FFFF00'><b>活动1:</b></font><font color='#33CC33'>仙女护送</font> 经验加成100%,活动期间全天有效<br><br><font color='#FFFF00'><b>活动2:</b></font><font color='#33CC33'>灵泉仙浴</font> 经验加成100%,持续时间12:30-13:00<br><br><font color='#FFFF00'><b>活动3:</b></font><font color='#33CC33'>蟠桃盛宴</font> 经验加成100%,持续时间19:00-19:20<br><br><font color='#FFFF00'><b>活动4:</b></font><font color='#33CC33'>仙灵封印</font> 经验加成100%,持续时间19:30-20:00<br><br><font color='#FFFF00'><b>活动5:</b></font><font color='#33CC33'>阵营试炼</font> 经验加成100%,持续时间20:10-20:40",

  
  --qq空间充值反馈回馈。
  desc00513= "<textformat leading='3'>规则说明：活动期间，从<font color='#FFFF00'>QQ空间</font>内登录充值的玩家，充值任意金额可获得<font color='#FFFF00'>相应金额的积分</font>。积分<br>可换取其对应金额的返利礼包。举例说明：若充值1000元宝，得到1000积分可换取1000元宝返利，<br>即得到30元宝，实际充值1000元宝得到1030元宝。元宝返利额度为：<font color='#FFFF00'>3%</font>。充值金额越多，<br>回馈金额越大。机会只此一次，不容错过噢。注：活动结束时积分将清空，请及时兑换奖励！</textformat>",

--冰雪世纪
  desc00514= "活动期间,角色等级<font color='#FFF000'>大于等于31级</font>的仙友，每天登陆游戏即可获得冰雪登陆礼包奖励。且累积登陆<font color='#FFF000'>2天、4天、6天</font>还可额外获得一份累积登陆礼包！累积登陆礼包内,更有清新<font color='#FFF000'>竹影飘影</font>时装道具噢！",

  desc00515= "活动期间,每日累计消费达到<font color='#FFF000'>98</font>元宝,可领取1份节日消费礼包。开启礼包,可获得<font color='#FFF000'>招财神符、中级保护符、至尊生命药水、中级法力包、中级宠物长生丹</font>稀有道具,并有概率额外获得<font color='#FFF000'>宝灵玉</font>一个。注：团购不参与此活动消费统计。",
  awardsDesc00515= "<(c0xFFFFF000)节日消费礼包 （礼包内有几率获得如下珍品道具）>",

  desc00516= "活动期间,点击天元城中心<font color='#FFF000'>冰雪幻梦树</font>可向其丢掷雪球,1次消耗1个<font color='#FFF000'>幻梦雪球</font>,也可使用元宝代替。冰雪幻梦树内放置着<font color='#FFF000'>全新灵宠·虚化一护、稀世碧橙秘籍卷、冰雪仙衣</font>等稀世珍宝随您来拿！\n\n<a href='m天元城:62:48'>冰雪幻梦树</a><IOBJ class='TeleportButton' href='f天元城:0:0:冰雪幻梦树'/>注：活动期间，奖励内容不会改变!",

  desc10516= "活动期间,点击天元城中心<font color='#FFF000'>冰雪幻梦树</font>可向其丢掷雪球,1次消耗1个<font color='#FFF000'>幻梦雪球</font>,也可使用元宝代替。冰雪幻梦树内放置着<font color='#FFF000'>全新灵宠·虚化一护、节日神级技能包、冰雪仙衣</font>等稀世珍宝随您来拿！\n\n<a href='m天元城:62:48'>冰雪幻梦树</a><IOBJ class='TeleportButton' href='f天元城:0:0:冰雪幻梦树'/>注：活动期间，奖励内容不会改变!",
  
  desc00517= "限时抢购，惊喜不断；活动中冰雪回馈礼包<font color='#FFF000'>可抢购3个</font>，高级羽翼技能礼包、启灵石礼包<font color='#FFF000'>可抢购2个</font>，高级保护符礼包<font color='#FFF000'>限购1个</font>。请各位仙友抓紧活动时间，走过路过，不要错过哦。",

  desc00518= "每天<font color='#FFF000'>11:00、16:30、18:00、22:30</font>,一群冰龙守卫携带重宝降临至北冰原和雷夏泽任意位置，捕获即可获得丰厚奖励！每天的<font color='#FFF000'>16:00</font>冰龙BOSS将在幻仙境出现,见证冰龙BOSS死亡即可获得海量经验。击杀冰龙BOSS的玩家及其小队均有机会获得稀有时装<font color='#FFF000'>灵狐天舞</font>！",
   
  desc00519= "活动期间，每日可通过天元城<font color='#FFF000'>冰雪使者</font>处进入节日限时副本—冰河世纪,每天可进入<font color='#FFF000'>2</font>次，副本中可掉落各类珍品游戏道具,还等什么？一起来冒险吧！<br><a href='m天元城:65:58'>冰雪使者</a><IOBJ class='TeleportButton' href='f天元城:65:58'/>", 

--双旦
 desc00520= "活动期间,角色等级<font color='#FFF000'>大于等于31级</font>的仙友，每天登陆游戏即可获得双旦登陆礼包奖励。且累积登陆<font color='#FFF000'>2天、6天、10天</font>还可额外获得一份累积登陆礼包！累积登陆礼包内,更有高贵<font color='#FFF000'>圣诞礼服</font>时装道具噢！",

 desc00521= "活动期间,每日累计消费达到<font color='#FFF000'>98、298、598</font>元宝,可领取对应消费金额的节日消费礼包，礼包内含有<font color='#FFF000'>招财神符、中级保护符、至尊生命药水、中级法力包、中级宠物长生丹、宝灵玉、百炼丹、启灵石</font>等稀有珍品道具；注：团购不参与此活动消费统计。",
 awardsDesc00521= "<(c0xFFFFF000)节日消费礼包 （礼包内有几率获得如下珍品道具）>",
 awardsDesc10521= "<(c0xFFFFF000)298消费礼包 （礼包内有几率获得如下珍品道具）>",
 awardsDesc20521= "<(c0xFFFFF000)598消费礼包 （礼包内有几率获得如下珍品道具）>",

 desc00522= "活动期间,点击天元城中心<font color='#FFF000'>圣诞树</font>来摇一摇进行淘宝,1次消耗1个<font color='#FFF000'>圣诞袜</font>,也可使用元宝代替。圣诞树中放置着<font color='#FFF000'>完美·二郎真君、高级分身术礼包、双旦仙衣</font>等稀世珍宝任您来拿！\n\n<a href='m天元城:62:48'>圣诞树</a><IOBJ class='TeleportButton' href='f天元城:0:0:圣诞树'/>",

 desc00523= "限时抢购，惊喜不断；活动中双旦回馈礼包、高级羽翼技能礼包、启灵石礼包<font color='#FFF000'>可抢购2个</font>，高级保护符礼包<font color='#FFF000'>限购1个</font>。请各位仙友抓紧活动时间，走过路过，不要错过哦。",
 
 desc00524= "每天<font color='#FFF000'>11:00、16:30、18:00、22:30</font>,一群圣诞麋鹿携带重宝降临至北冰原和雷夏泽任意位置，捕获即可获得丰厚奖励！每天的<font color='#FFF000'>16:00</font>雪人BOSS将在神农渊出现,见证雪人BOSS死亡即可获得海量经验。击杀雪人BOSS的玩家及其小队均有机会获得稀有时装<font color='#FFF000'>西部风情</font>！",
 
 desc00525= "活动期间，每日可通过天元城<font color='#FFF000'>圣诞宝宝</font>处进入节日限时副本—圣诞副本,每天可进入<font color='#FFF000'>2</font>次，副本中可掉落各类珍品游戏道具,还等什么？一起来冒险吧！<br><a href='m天元城:65:58'>圣诞宝宝</a><IOBJ class='TeleportButton' href='f天元城:65:58'/>", 
 
 desc00526= "活动期间内，玩家收集一定数量的<font color='#FFF000'>双旦勋章</font>，可在活动界面处兑换双旦活动道具，点击双旦兑换即可打开活动兑换界面。双旦勋章只能通过开启仙境宝箱而获得。",
   

--腊八活动
 desc00527= "活动期间,角色等级<font color='#FFF000'>大于等于31级</font>的仙友，每天登陆游戏即可获得腊八登陆礼包奖励。且累积登陆<font color='#FFF000'>2天</font>还可额外获得一份累积登陆礼包！",

 desc00528= "活动期间,每日累计消费达到<font color='#FFF000'>98、298、598</font>元宝,可领取对应消费金额的节日消费礼包，礼包内含有<font color='#FFF000'>招财神符、中级强化石、中级保护符、中级法宝晶石、高级法宝晶石、启灵石、焚离珠、幽煌珠、紫微极玉</font>等稀有珍品道具；注：团购不参与此活动消费统计。",
 awardsDesc00528= "<(c0xFFFFF000)98消费礼盒 （礼包内有几率获得如下珍品道具）>",
 awardsDesc10528= "<(c0xFFFFF000)298消费礼盒 （礼包内有几率获得如下珍品道具）>",
 awardsDesc20528= "<(c0xFFFFF000)598消费礼盒 （礼包内有几率获得如下珍品道具）>",

 desc00529= "限时抢购，惊喜不断；活动中腊八回馈礼包<font color='#FFF000'>可抢购5个</font>、高级强化礼盒、高级法宝礼盒<font color='#FFF000'>可抢购2个</font>。请各位仙友抓紧活动时间，走过路过，不要错过哦。",

 desc00530= "限时抢购，惊喜不断；活动中腊八回馈礼盒、高级羽翼技能礼包、启灵石礼包<font color='#FFF000'>可抢购2个</font>，高级保护符礼包<font color='#FFF000'>限购1个</font>。请各位仙友抓紧活动时间，走过路过，不要错过哦。",

--登陆活动 
 desc00531= "活动期间,角色等级<font color='#FFF000'>大于等于31级</font>的仙友，每天登陆游戏即可获得每日登陆礼包奖励。且累积登陆<font color='#FFF000'>2天、4天、6天</font>还可额外获得一份累积登陆礼包！",
 
  --qq大厅充值反馈回馈。
  desc00532= "<textformat leading='3'>规则说明：活动期间，从<font color='#FFFF00'>QQ大厅游戏</font>内登录充值的玩家，充值任意金额可获得<font color='#FFFF00'>相应金额的积分</font>。积分<br>可换取其对应金额的返利礼包。举例说明：若充值1000元宝，得到1000积分可换取1000元宝返利，<br>即得到30元宝，实际充值1000元宝得到1030元宝。元宝返利额度为：<font color='#FFFF00'>3%</font>。充值金额越多，<br>回馈金额越大。机会只此一次，不容错过噢。注：活动结束时积分将清空，请及时兑换奖励！</textformat>",
 
}
